ErrorCodeDec,ID,adviseText,description,errorText,examples,param1,param2,pruefumfangName,resultName,resultValueStr,testStepName
197648,2750,"-","FS_LESEN_FINISH","Multifunktions-Lenkrad (MFL): fehlender LIN-Slave","FINISH;BDC_MASTER;F_ORT_NR;FS_LESEN_FINISH;BDC_G11;FS_LESEN - 197648 (HEX 03 04 10 2F);197648;Multifunktions-Lenkrad (MFL): fehlender LIN-Slave;-\x0A FINISH;BDC_MASTER;F_ORT_NR;FS_LESEN_FINISH;BDC_G11;FS_LESEN - 197648 (HEX 03 04 10 6D);197648;Multifunktions-Lenkrad (MFL): fehlender LIN-Slave;-\x0A FINISH_KPS;BDC_MASTER;F_ORT_NR;FS_LESEN_FINISH;BDC_G11;FS_LESEN - 197648 (HEX 03 04 10 2F);197648;Multifunktions-Lenkrad (MFL): fehlender LIN-Slave;-\x0A","BDC_G11","FS_LESEN","*","F_ORT_NR","197648 (HEX 03 04 10 *)","BDC_MASTER"
197776,2751,"-","FS_LESEN_FINISH","Lenkradelektronik (LRE) (LIN): fehlender LIN-Slave","FINISH;BDC_MASTER;F_ORT_NR;FS_LESEN_FINISH;BDC_G11;FS_LESEN - 197776 (HEX 03 04 90 28);197776;Lenkradelektronik (LRE) (LIN): fehlender LIN-Slave;-\x0A FINISH;BDC_MASTER;F_ORT_NR;FS_LESEN_FINISH;BDC_G11;FS_LESEN - 197776 (HEX 03 04 90 2F);197776;Lenkradelektronik (LRE) (LIN): fehlender LIN-Slave;-\x0A FINISH;BDC_MASTER;F_ORT_NR;FS_LESEN_FINISH;BDC_G11;FS_LESEN - 197776 (HEX 03 04 90 6D);197776;Lenkradelektronik (LRE) (LIN): fehlender LIN-Slave;-\x0A FINISH_KPS;BDC_MASTER;F_ORT_NR;FS_LESEN_FINISH;BDC_G11;FS_LESEN - 197776 (HEX 03 04 90 28);197776;Lenkradelektronik (LRE) (LIN): fehlender LIN-Slave;-\x0A FINISH_KPS;BDC_MASTER;F_ORT_NR;FS_LESEN_FINISH;BDC_G11;FS_LESEN - 197776 (HEX 03 04 90 2F);197776;Lenkradelektronik (LRE) (LIN): fehlender LIN-Slave;-\x0A","BDC_G11","FS_LESEN","*","F_ORT_NR","197776 (HEX 03 04 90 *)","BDC_MASTER"
"*",2752,"-","FS_LESEN_FINISH","SMO Fehler Sensorelektrode *","FINISH;BDC_MASTER;F_ORT_NR;FS_LESEN_FINISH;BDC_G11;FS_LESEN - 8405371 (HEX 80 41 7B 2F);8405371;SMO Fehler Sensorelektrode oben;-\x0A FINISH;BDC_MASTER;F_ORT_NR;FS_LESEN_FINISH;BDC_G11;FS_LESEN - 8405372 (HEX 80 41 7C 2F);8405372;SMO Fehler Sensorelektrode unten;-\x0A FINISH_KPS;BDC_MASTER;F_ORT_NR;FS_LESEN_FINISH;BDC_G11;FS_LESEN - 8405371 (HEX 80 41 7B 2F);8405371;SMO Fehler Sensorelektrode oben;-\x0A","BDC_G11","FS_LESEN","*","F_ORT_NR","* (HEX 80 41 * 2F)","BDC_MASTER"
"*",2753,"-","FS_LESEN_FINISH","Ausgang * defekt","FINISH;BDC_MASTER;F_ORT_NR;FS_LESEN_FINISH;BDC_G11;FS_LESEN - 8405376 (HEX 80 41 80 28);8405376;Ausgang POL_L defekt;-\x0A FINISH;BDC_MASTER;F_ORT_NR;FS_LESEN_FINISH;BDC_G11;FS_LESEN - 8405377 (HEX 80 41 81 28);8405377;Ausgang POL_R defekt;-\x0A FINISH;BDC_MASTER;F_ORT_NR;FS_LESEN_FINISH;BDC_G11;FS_LESEN - 8405380 (HEX 80 41 84 28);8405380;Ausgang TFL_L defekt;-\x0A FINISH;BDC_MASTER;F_ORT_NR;FS_LESEN_FINISH;BDC_G11;FS_LESEN - 8405380 (HEX 80 41 84 2F);8405380;Ausgang TFL_L defekt;-\x0A FINISH;BDC_MASTER;F_ORT_NR;FS_LESEN_FINISH;BDC_G11;FS_LESEN - 8405381 (HEX 80 41 85 28);8405381;Ausgang TFL_R defekt;-\x0A","BDC_G11","FS_LESEN","*","F_ORT_NR","* (HEX 80 * * *)","BDC_MASTER"
8405439,2754,"-","FS_LESEN_FINISH","Signal vom Regenlichtsensor unplausibel","FINISH;BDC_MASTER;F_ORT_NR;FS_LESEN_FINISH;BDC_G11;FS_LESEN - 8405439 (HEX 80 41 BF 28);8405439;Signal vom Regenlichtsensor unplausibel;-\x0A FINISH;BDC_MASTER;F_ORT_NR;FS_LESEN_FINISH;BDC_G11;FS_LESEN - 8405439 (HEX 80 41 BF 2F);8405439;Signal vom Regenlichtsensor unplausibel;-\x0A FINISH_KPS;BDC_MASTER;F_ORT_NR;FS_LESEN_FINISH;BDC_G11;FS_LESEN - 8405439 (HEX 80 41 BF 28);8405439;Signal vom Regenlichtsensor unplausibel;-\x0A FINISH_KPS;BDC_MASTER;F_ORT_NR;FS_LESEN_FINISH;BDC_G11;FS_LESEN - 8405439 (HEX 80 41 BF 2F);8405439;Signal vom Regenlichtsensor unplausibel;-\x0A","BDC_G11","FS_LESEN","*","F_ORT_NR","8405439 (HEX 80 41 BF *)","BDC_MASTER"
"*",2755,"-","FS_LESEN_FINISH","Ausgang Innenbeleuchtung * hat Kurzschluss","FINISH;BDC_MASTER;F_ORT_NR;FS_LESEN_FINISH;BDC_G11;FS_LESEN - 8405698 (HEX 80 42 C2 2F);8405698;Ausgang Innenbeleuchtung 3 hat Kurzschluss;-\x0A FINISH;BDC_MASTER;F_ORT_NR;FS_LESEN_FINISH;BDC_G11;FS_LESEN - 8405699 (HEX 80 42 C3 2C);8405699;Ausgang Innenbeleuchtung 4 hat Kurzschluss;-\x0A FINISH;BDC_MASTER;F_ORT_NR;FS_LESEN_FINISH;BDC_G11;FS_LESEN - 8405699 (HEX 80 42 C3 2F);8405699;Ausgang Innenbeleuchtung 4 hat Kurzschluss;-\x0A FINISH;BDC_MASTER;F_ORT_NR;FS_LESEN_FINISH;BDC_G11;FS_LESEN - 8405701 (HEX 80 42 C5 2F);8405701;Ausgang Innenbeleuchtung 0 hat Kurzschluss;-\x0A FINISH_KPS;BDC_MASTER;F_ORT_NR;FS_LESEN_FINISH;BDC_G11;FS_LESEN - 8405699 (HEX 80 42 C3 2E);8405699;Ausgang Innenbeleuchtung 4 hat Kurzschluss;-\x0A","BDC_G11","FS_LESEN","*","F_ORT_NR","* (HEX 80 42 * *)","BDC_MASTER"
8406192,2756,"-","FS_LESEN_FINISH","Schaltpaddles: Kurzschluss nach Plus oder Leitungsunterbrechung","FINISH;BDC_MASTER;F_ORT_NR;FS_LESEN_FINISH;BDC_G11;FS_LESEN - 8406192 (HEX 80 44 B0 2F);8406192;Schaltpaddles: Kurzschluss nach Plus oder Leitungsunterbrechung;-\x0A FINISH_KPS;BDC_MASTER;F_ORT_NR;FS_LESEN_FINISH;BDC_G11;FS_LESEN - 8406192 (HEX 80 44 B0 2F);8406192;Schaltpaddles: Kurzschluss nach Plus oder Leitungsunterbrechung;-\x0A","BDC_G11","FS_LESEN","*","F_ORT_NR","8406192 (HEX 80 44 B0 2F)","BDC_MASTER"
8406230,2757,"-","FS_LESEN_FINISH","Innenlicht Layering LIN: Fehler bei Autoadressierung aufgetreten","FINISH;BDC_MASTER;F_ORT_NR;FS_LESEN_FINISH;BDC_G11;FS_LESEN - 8406230 (HEX 80 44 D6 28);8406230;Innenlicht Layering LIN: Fehler bei Autoadressierung aufgetreten;-\x0A FINISH;BDC_MASTER;F_ORT_NR;FS_LESEN_FINISH;BDC_G11;FS_LESEN - 8406230 (HEX 80 44 D6 2C);8406230;Innenlicht Layering LIN: Fehler bei Autoadressierung aufgetreten;-\x0A FINISH;BDC_MASTER;F_ORT_NR;FS_LESEN_FINISH;BDC_G11;FS_LESEN - 8406230 (HEX 80 44 D6 2F);8406230;Innenlicht Layering LIN: Fehler bei Autoadressierung aufgetreten;-\x0A FINISH_KPS;BDC_MASTER;F_ORT_NR;FS_LESEN_FINISH;BDC_G11;FS_LESEN - 8406230 (HEX 80 44 D6 2F);8406230;Innenlicht Layering LIN: Fehler bei Autoadressierung aufgetreten;-\x0A","BDC_G11","FS_LESEN","*","F_ORT_NR","8406230 (HEX 80 44 D6 *)","BDC_MASTER"
8406231,2758,"-","FS_LESEN_FINISH","Innenlicht Layering LIN: Anzahl Layering Slaves nicht korrekt","FINISH;BDC_MASTER;F_ORT_NR;FS_LESEN_FINISH;BDC_G11;FS_LESEN - 8406231 (HEX 80 44 D7 2C);8406231;Innenlicht Layering LIN: Anzahl Layering Slaves nicht korrekt;-\x0A FINISH;BDC_MASTER;F_ORT_NR;FS_LESEN_FINISH;BDC_G11;FS_LESEN - 8406231 (HEX 80 44 D7 2E);8406231;Innenlicht Layering LIN: Anzahl Layering Slaves nicht korrekt;-\x0A FINISH;BDC_MASTER;F_ORT_NR;FS_LESEN_FINISH;BDC_G11;FS_LESEN - 8406231 (HEX 80 44 D7 2F);8406231;Innenlicht Layering LIN: Anzahl Layering Slaves nicht korrekt;-\x0A FINISH;BDC_MASTER;F_ORT_NR;FS_LESEN_FINISH;BDC_G11;FS_LESEN - 8406231 (HEX 80 44 D7 6C);8406231;Innenlicht Layering LIN: Anzahl Layering Slaves nicht korrekt;-\x0A FINISH;BDC_MASTER;F_ORT_NR;FS_LESEN_FINISH;BDC_G11;FS_LESEN - 8406231 (HEX 80 44 D7 6D);8406231;Innenlicht Layering LIN: Anzahl Layering Slaves nicht korrekt;-\x0A","BDC_G11","FS_LESEN","*","F_ORT_NR","8406231 (HEX 80 44 D7 *)","BDC_MASTER"
9636530,276,"-","FS_LESEN_APPL","POL: Kontrollleuchte fuer Beifahrerairbag-Abschaltung: Kurzschluss nach Minus oder Unterbrechung","A_DIAGNOSE;AIRBAG;F_ORT_NR;FS_LESEN_APPL;ACSM4;FS_LESEN - 9636530 (HEX 93 0A B2 AF);9636530;POL: Kontrollleuchte fuer Beifahrerairbag-Abschaltung: Kurzschluss nach Minus oder Unterbrechung;-\x0A A_DIAGNOSE;AIRBAG;F_ORT_NR;FS_LESEN_APPL;ACSM4I;FS_LESEN - 9636530 (HEX 93 0A B2 AF);9636530;POL: Kontrollleuchte fuer Beifahrerairbag-Abschaltung: Kurzschluss nach Minus oder Unterbrechung;-\x0A","*","FS_LESEN","A_DIAGNOSE","F_ORT_NR","9636530 (HEX 93 0A B2 AF)",AIRBAG
"-",2762,"-","FS_LESEN_DETAIL_0X8044D7","Ist-Wert ungleich SollWert(e)","FINISH;BDC_MASTER;F_UW1_TEXT;FS_LESEN_DETAIL_0X8044D7;BDC_G11;FS_LESEN_DETAIL - VERBAUORTTABELLE_LIN_SLAVES: Innenbeleuchtung Fußraum Fahrer hinten;-;Ist-Wert ungleich SollWert(e);-\x0A FINISH;BDC_MASTER;F_UW1_TEXT;FS_LESEN_DETAIL_0X8044D7;BDC_G11;FS_LESEN_DETAIL - VERBAUORTTABELLE_LIN_SLAVES: Innenbeleuchtung Fußraum Fahrer vorne;-;Ist-Wert ungleich SollWert(e);-\x0A FINISH_KPS;BDC_MASTER;F_UW1_TEXT;FS_LESEN_DETAIL_0X8044D7;BDC_G11;FS_LESEN_DETAIL - VERBAUORTTABELLE_LIN_SLAVES: Innenbeleuchtung Fußraum Fahrer hinten;-;Ist-Wert ungleich SollWert(e);-\x0A","BDC_G11","FS_LESEN_DETAIL","*","F_UW1_TEXT","VERBAUORTTABELLE_LIN_SLAVES: Innenbeleuchtung Fußraum Fahrer *","BDC_MASTER"
"-",2763,"-","FS_LESEN_FINISH","-","FINISH;BDC_MASTER;Status;FS_LESEN_FINISH;-;- - Ausfuehrungsstatus NIO;-;-;-\x0A","-","-",FINISH,Status,"Ausfuehrungsstatus NIO","BDC_MASTER"
"-",2764,"19: IFH-0009: NO RESPONSE FROM CONTROLUNIT","FS_LESEN_FINISH",Diagnosefehler,"FINISH;DAEMPFER_CONTROL;-;FS_LESEN_FINISH;VDC_25;FS_LESEN - -;-;Diagnosefehler;19: IFH-0009: NO RESPONSE FROM CONTROLUNIT\x0A FINISH_KPS;DAEMPFER_CONTROL;-;FS_LESEN_FINISH;VDC_25;FS_LESEN - -;-;Diagnosefehler;19: IFH-0009: NO RESPONSE FROM CONTROLUNIT\x0A NA_NORMALMODE;DAEMPFER_CONTROL;-;FS_LESEN_FINISH;VDC_25;FS_LESEN - -;-;Diagnosefehler;19: IFH-0009: NO RESPONSE FROM CONTROLUNIT\x0A","VDC_25","FS_LESEN","*","-","-","DAEMPFER_CONTROL"
"-",2765,"AUTOASSIGN_LOOP_ERROR: 159: NET-0009: TIMEOUT","START_FGNR_W1",Diagnosefehler,"FINISH;DIAGNOSE;-;START_FGNR_W1;-;- - -;-;Diagnosefehler;AUTOASSIGN_LOOP_ERROR: 159: NET-0009: TIMEOUT\x0A","-","-",FINISH,"-","-",DIAGNOSE
"-",2766,"IP from XML: *.*.*.*","START_FGNR_W1",Diagnosefehler,"FINISH;DIAGNOSE;-;START_FGNR_W1;-;- - -;-;Diagnosefehler;IP from XML: 0.0.0.0\x0A FINISH;DIAGNOSE;-;START_FGNR_W1;-;- - -;-;Diagnosefehler;IP from XML: 10.238.65.13\x0A FINISH;DIAGNOSE;-;START_FGNR_W1;-;- - -;-;Diagnosefehler;IP from XML: 10.238.65.16\x0A FINISH;DIAGNOSE;-;START_FGNR_W1;-;- - -;-;Diagnosefehler;IP from XML: 160.49.64.162\x0A FINISH;DIAGNOSE;-;START_FGNR_W1;-;- - -;-;Diagnosefehler;IP from XML: 160.49.64.82\x0A","-","-",FINISH,"-","-",DIAGNOSE
"-",2767,"IP via Dialog: null","START_FGNR_W1",Diagnosefehler,"FINISH;DIAGNOSE;-;START_FGNR_W1;-;- - -;-;Diagnosefehler;IP via Dialog: null\x0A","-","-",FINISH,"-","-",DIAGNOSE
"-",2768,"AUTOASSIGN_LOOP_ERROR: 159: NET-0009: TIMEOUT","START_ICOMP_FGNR",Diagnosefehler,"FINISH;DIAGNOSE;-;START_ICOMP_FGNR;-;- - -;-;Diagnosefehler;AUTOASSIGN_LOOP_ERROR: 159: NET-0009: TIMEOUT\x0A","-","-",FINISH,"-","-",DIAGNOSE
"-",2769,"IP from XML: 10.243.*.*","START_ICOMP_FGNR",Diagnosefehler,"FINISH;DIAGNOSE;-;START_ICOMP_FGNR;-;- - -;-;Diagnosefehler;IP from XML: 10.243.181.127\x0A FINISH;DIAGNOSE;-;START_ICOMP_FGNR;-;- - -;-;Diagnosefehler;IP from XML: 10.243.181.138\x0A FINISH;DIAGNOSE;-;START_ICOMP_FGNR;-;- - -;-;Diagnosefehler;IP from XML: 10.243.181.146\x0A FINISH;DIAGNOSE;-;START_ICOMP_FGNR;-;- - -;-;Diagnosefehler;IP from XML: 10.243.181.147\x0A FINISH;DIAGNOSE;-;START_ICOMP_FGNR;-;- - -;-;Diagnosefehler;IP from XML: 10.243.181.188\x0A","-","-",FINISH,"-","-",DIAGNOSE
9636318,277,"-","FS_LESEN_APPL","POS: Schalter fuer Beifahrerairbag-Abschaltung: Kodierdaten stimmen nicht mit Ausstattung ueberein","A_DIAGNOSE;AIRBAG;F_ORT_NR;FS_LESEN_APPL;ACSM4;FS_LESEN - 9636318 (HEX 93 09 DE AF);9636318;POS: Schalter fuer Beifahrerairbag-Abschaltung: Kodierdaten stimmen nicht mit Ausstattung ueberein;-\x0A A_DIAGNOSE;AIRBAG;F_ORT_NR;FS_LESEN_APPL;ACSM4I;FS_LESEN - 9636318 (HEX 93 09 DE AF);9636318;POS: Schalter fuer Beifahrerairbag-Abschaltung: Kodierdaten stimmen nicht mit Ausstattung ueberein;-\x0A","*","FS_LESEN","A_DIAGNOSE","F_ORT_NR","9636318 (HEX 93 09 DE AF)",AIRBAG
"-",2770,"IP via Dialog: null","START_ICOMP_FGNR",Diagnosefehler,"FINISH;DIAGNOSE;-;START_ICOMP_FGNR;-;- - -;-;Diagnosefehler;IP via Dialog: null\x0A","-","-",FINISH,"-","-",DIAGNOSE
"-",2771,"-","START_ICOMP_FGNR","Exception: EDIABAS DLL","FINISH;DIAGNOSE;-;START_ICOMP_FGNR;-;- - -;-;Exception: EDIABAS DLL;-\x0A","-","-",FINISH,"-","-",DIAGNOSE
"-",2772,"-",ENDE,"-","FINISH;DIAGNOSE;STATUS;ENDE;-;- - NOK;-;-;-\x0A","-","-",FINISH,STATUS,NOK,DIAGNOSE
"-",2773,"159: NET-0009: TIMEOUT",ENDE,Diagnosefehler,"FINISH;DIAGNOSE;TYP;ENDE;UTILITY;INTERFACE - -;-;Diagnosefehler;159: NET-0009: TIMEOUT\x0A",UTILITY,INTERFACE,FINISH,TYP,"-",DIAGNOSE
"-",2774,"159: NET-0009: TIMEOUT","START_ICOMP_FGNR",Diagnosefehler,"FINISH;DIAGNOSE;TYP;START_ICOMP_FGNR;UTILITY;INTERFACE - -;-;Diagnosefehler;159: NET-0009: TIMEOUT\x0A",UTILITY,INTERFACE,FINISH,TYP,"-",DIAGNOSE
"-",2775,"Result VARIANTE@SGBD_SIV not available","FS_LESEN_FINISH",Parametrierfehler,"FINISH;ELEKTRISCHE_SERVOLENKUNG;-;FS_LESEN_FINISH;-;- - -;-;Parametrierfehler;Result VARIANTE@SGBD_SIV not available\x0A","-","-",FINISH,"-","-","ELEKTRISCHE_SERVOLENKUNG"
"-",2776,"19: IFH-0009: NO RESPONSE FROM CONTROLUNIT","FS_LESEN_FINISH",Diagnosefehler,"F2_DIAGNOSE_LIN;ELEKTRISCHE_SERVOLENKUNG;-;FS_LESEN_FINISH;EPS_20;FS_LESEN - -;-;Diagnosefehler;19: IFH-0009: NO RESPONSE FROM CONTROLUNIT\x0A FINISH;ELEKTRISCHE_SERVOLENKUNG;-;FS_LESEN_FINISH;EPS_20;FS_LESEN - -;-;Diagnosefehler;19: IFH-0009: NO RESPONSE FROM CONTROLUNIT\x0A FINISH;ELEKTRISCHE_SERVOLENKUNG;-;FS_LESEN_FINISH;EPS_I1;FS_LESEN - -;-;Diagnosefehler;19: IFH-0009: NO RESPONSE FROM CONTROLUNIT\x0A FINISH_KPS;ELEKTRISCHE_SERVOLENKUNG;-;FS_LESEN_FINISH;EPS_20;FS_LESEN - -;-;Diagnosefehler;19: IFH-0009: NO RESPONSE FROM CONTROLUNIT\x0A NA_NORMALMODE;ELEKTRISCHE_SERVOLENKUNG;-;FS_LESEN_FINISH;EPS_20;FS_LESEN - -;-;Diagnosefehler;19: IFH-0009: NO RESPONSE FROM CONTROLUNIT\x0A","*","FS_LESEN","*","-","-","ELEKTRISCHE_SERVOLENKUNG"
"-",2777,"-","INT_EPS_INITIALISIERUNG_MANUELL_LENKEN","Prüfschritt Abbruch","FINISH;ELEKTRISCHE_SERVOLENKUNG;-;INT_EPS_INITIALISIERUNG_MANUELL_LENKEN;-;- - -;-;Prüfschritt Abbruch;-\x0A","-","-",FINISH,"-","-","ELEKTRISCHE_SERVOLENKUNG"
"*",278,"-","FS_LESEN_APPL","Airbagsensor B-Saeule * (x-y-Richtung): Kurzschluss nach Plus oder Unterbrechung","A_DIAGNOSE;AIRBAG;F_ORT_NR;FS_LESEN_APPL;ACSM4I;FS_LESEN - 9636362 (HEX 93 0A 0A AF);9636362;Airbagsensor B-Saeule rechts (x-y-Richtung): Kurzschluss nach Plus oder Unterbrechung;-\x0A A_DIAGNOSE;AIRBAG;F_ORT_NR;FS_LESEN_APPL;ACSM4I;FS_LESEN - 9636382 (HEX 93 0A 1E AF);9636382;Airbagsensor B-Saeule links (x-y-Richtung): Kurzschluss nach Plus oder Unterbrechung;-\x0A",ACSM4I,"FS_LESEN","A_DIAGNOSE","F_ORT_NR","* (HEX 93 0A * AF)",AIRBAG
"-",2786,"-","STATUS_EPS_INITIALISIERUNG","Ausfuehrungsstatus NIO","FINISH;ELEKTRISCHE_SERVOLENKUNG;ELEKTRISCHE_SERVOLENKUNG.SGBD_SIV;STATUS_EPS_INITIALISIERUNG;-;- - 2;-;Ausfuehrungsstatus NIO;-\x0A","-","-",FINISH,"ELEKTRISCHE_SERVOLENKUNG.SGBD_SIV",2,"ELEKTRISCHE_SERVOLENKUNG"
"-",2787,"-","STATUS_EPS_LW_OFFSET","Ausfuehrungsstatus NIO","FINISH;ELEKTRISCHE_SERVOLENKUNG;ELEKTRISCHE_SERVOLENKUNG.SGBD_SIV;STATUS_EPS_LW_OFFSET;-;- - 2;-;Ausfuehrungsstatus NIO;-\x0A","-","-",FINISH,"ELEKTRISCHE_SERVOLENKUNG.SGBD_SIV",2,"ELEKTRISCHE_SERVOLENKUNG"
"-",2788,"-","STATUS_FIND_INDEX","Ausfuehrungsstatus NIO","FINISH;ELEKTRISCHE_SERVOLENKUNG;ELEKTRISCHE_SERVOLENKUNG.SGBD_SIV;STATUS_FIND_INDEX;-;- - 2;-;Ausfuehrungsstatus NIO;-\x0A","-","-",FINISH,"ELEKTRISCHE_SERVOLENKUNG.SGBD_SIV",2,"ELEKTRISCHE_SERVOLENKUNG"
"-",2789,"-","STATUS_RIWI_SENSOR_1","Ausfuehrungsstatus NIO","FINISH;ELEKTRISCHE_SERVOLENKUNG;ELEKTRISCHE_SERVOLENKUNG.SGBD_SIV;STATUS_RIWI_SENSOR_1;-;- - 2;-;Ausfuehrungsstatus NIO;-\x0A","-","-",FINISH,"ELEKTRISCHE_SERVOLENKUNG.SGBD_SIV",2,"ELEKTRISCHE_SERVOLENKUNG"
9636768,279,"-","FS_LESEN_APPL","Codierung: Steuergerät ist nicht codiert","A_DIAGNOSE;AIRBAG;F_ORT_NR;FS_LESEN_APPL;ACSM4I;FS_LESEN - 9636768 (HEX 93 0B A0 AF);9636768;Codierung: Steuergerät ist nicht codiert;-\x0A",ACSM4I,"FS_LESEN","A_DIAGNOSE","F_ORT_NR","9636768 (HEX 93 0B A0 AF)",AIRBAG
"-",2790,"-","STATUS_RIWI_SENSOR_2","Ausfuehrungsstatus NIO","FINISH;ELEKTRISCHE_SERVOLENKUNG;ELEKTRISCHE_SERVOLENKUNG.SGBD_SIV;STATUS_RIWI_SENSOR_2;-;- - 2;-;Ausfuehrungsstatus NIO;-\x0A","-","-",FINISH,"ELEKTRISCHE_SERVOLENKUNG.SGBD_SIV",2,"ELEKTRISCHE_SERVOLENKUNG"
"-",2791,"-","STEUERN_DIAGNOSE_EXTERN","Ausfuehrungsstatus NIO","FINISH;ELEKTRISCHE_SERVOLENKUNG;ELEKTRISCHE_SERVOLENKUNG.SGBD_SIV;STEUERN_DIAGNOSE_EXTERN;-;- - 2;-;Ausfuehrungsstatus NIO;-\x0A","-","-",FINISH,"ELEKTRISCHE_SERVOLENKUNG.SGBD_SIV",2,"ELEKTRISCHE_SERVOLENKUNG"
"-",2792,"-","STEUERN_FIND_INDEX","Ausfuehrungsstatus NIO","FINISH;ELEKTRISCHE_SERVOLENKUNG;ELEKTRISCHE_SERVOLENKUNG.SGBD_SIV;STEUERN_FIND_INDEX;-;- - 2;-;Ausfuehrungsstatus NIO;-\x0A","-","-",FINISH,"ELEKTRISCHE_SERVOLENKUNG.SGBD_SIV",2,"ELEKTRISCHE_SERVOLENKUNG"
13964376,2794,"-","FS_LESEN_FINISH","Botschaftsfehler (Offset Quadrant EPS, ID: OFFS_QUAD_EPS) - Timeout","FINISH;ELEKTRISCHE_SERVOLENKUNG;F_ORT_NR;FS_LESEN_FINISH;EPS_G11;FS_LESEN - 13964376 (HEX D5 14 58 28);13964376;Botschaftsfehler (Offset Quadrant EPS, ID: OFFS_QUAD_EPS) - Timeout;-\x0A FINISH;ELEKTRISCHE_SERVOLENKUNG;F_ORT_NR;FS_LESEN_FINISH;EPS_G11;FS_LESEN - 13964376 (HEX D5 14 58 2C);13964376;Botschaftsfehler (Offset Quadrant EPS, ID: OFFS_QUAD_EPS) - Timeout;-\x0A FINISH_KPS;ELEKTRISCHE_SERVOLENKUNG;F_ORT_NR;FS_LESEN_FINISH;EPS_G11;FS_LESEN - 13964376 (HEX D5 14 58 28);13964376;Botschaftsfehler (Offset Quadrant EPS, ID: OFFS_QUAD_EPS) - Timeout;-\x0A FINISH_KPS;ELEKTRISCHE_SERVOLENKUNG;F_ORT_NR;FS_LESEN_FINISH;EPS_G11;FS_LESEN - 13964376 (HEX D5 14 58 2C);13964376;Botschaftsfehler (Offset Quadrant EPS, ID: OFFS_QUAD_EPS) - Timeout;-\x0A FINISH_KPS;ELEKTRISCHE_SERVOLENKUNG;F_ORT_NR;FS_LESEN_FINISH;EPS_G11;FS_LESEN - 13964376 (HEX D5 14 58 2E);13964376;Botschaftsfehler (Offset Quadrant EPS, ID: OFFS_QUAD_EPS) - Timeout;-\x0A","EPS_G11","FS_LESEN","*","F_ORT_NR","13964376 (HEX D5 14 58 *)","ELEKTRISCHE_SERVOLENKUNG"
13964482,2795,"-","FS_LESEN_FINISH","Botschaftsfehler (Giergeschwindigkeit Fahrzeug, ID: VYAW_VEH) - Timeout","FINISH;ELEKTRISCHE_SERVOLENKUNG;F_ORT_NR;FS_LESEN_FINISH;EPS_G11;FS_LESEN - 13964482 (HEX D5 14 C2 28);13964482;Botschaftsfehler (Giergeschwindigkeit Fahrzeug, ID: VYAW_VEH) - Timeout;-\x0A FINISH;ELEKTRISCHE_SERVOLENKUNG;F_ORT_NR;FS_LESEN_FINISH;EPS_G11;FS_LESEN - 13964482 (HEX D5 14 C2 2C);13964482;Botschaftsfehler (Giergeschwindigkeit Fahrzeug, ID: VYAW_VEH) - Timeout;-\x0A FINISH;ELEKTRISCHE_SERVOLENKUNG;F_ORT_NR;FS_LESEN_FINISH;EPS_G11;FS_LESEN - 13964482 (HEX D5 14 C2 2E);13964482;Botschaftsfehler (Giergeschwindigkeit Fahrzeug, ID: VYAW_VEH) - Timeout;-\x0A FINISH_KPS;ELEKTRISCHE_SERVOLENKUNG;F_ORT_NR;FS_LESEN_FINISH;EPS_G11;FS_LESEN - 13964482 (HEX D5 14 C2 28);13964482;Botschaftsfehler (Giergeschwindigkeit Fahrzeug, ID: VYAW_VEH) - Timeout;-\x0A FINISH_KPS;ELEKTRISCHE_SERVOLENKUNG;F_ORT_NR;FS_LESEN_FINISH;EPS_G11;FS_LESEN - 13964482 (HEX D5 14 C2 2C);13964482;Botschaftsfehler (Giergeschwindigkeit Fahrzeug, ID: VYAW_VEH) - Timeout;-\x0A","EPS_G11","FS_LESEN","*","F_ORT_NR","13964482 (HEX D5 14 C2 *)","ELEKTRISCHE_SERVOLENKUNG"
